"Compound","Neutral.mass..Da.","m.z","Charge","Retention.time..min.","Chromatographic.peak.width..min.","Identifications","Anova..p.","q.Value","Max.Fold.Change","Highest.Mean","Lowest.Mean","Isotope.Distribution","Maximum.Abundance","Minimum.CV.","X1A1B_N","X1A2B_N","X1A3B_N","X2A1B_N","X2A2B_N","X2A3B_N","X3A1B_N","X3A2B_N","X3A3B_N","X4A1B_N","X4A2B_N","X4A3B_N","X5A1B_N","X5A2B_N","X5A3B_N","X1F1B_N","X1F2B_N","X1F3B_N","X2F1B_N","X2F2B_N","X2F3B_N","X3F1B_N","X3F2B_N","X3F3B_N","X4F1B_N","X4F2B_N","X4F3B_N","X5F1B_N","X5F2B_N","X5F3B_N","X1P1B_N","X1P2B_N","X1P3B_N","X2P1B_N","X2P2B_N","X2P3B_N","X3P1B_N","X3P2B_N","X3P3B_N","X4P1B_N","X4P2B_N","X4P3B_N","X5P1B_N","X5P2B_N","X5P3B_N","AQC1_N","AQC2_N","AQC3_N","FQC1_N","FQC2_N","FQC3_N","PQC2_N","PQC3_N","PQC4_N","PQC5_N","PQC6_N","PQC7_N","X1A1B_N.1","X1A2B_N.1","X1A3B_N.1","X2A1B_N.1","X2A2B_N.1","X2A3B_N.1","X3A1B_N.1","X3A2B_N.1","X3A3B_N.1","X4A1B_N.1","X4A2B_N.1","X4A3B_N.1","X5A1B_N.1","X5A2B_N.1","X5A3B_N.1","X1F1B_N.1","X1F2B_N.1","X1F3B_N.1","X2F1B_N.1","X2F2B_N.1","X2F3B_N.1","X3F1B_N.1","X3F2B_N.1","X3F3B_N.1","X4F1B_N.1","X4F2B_N.1","X4F3B_N.1","X5F1B_N.1","X5F2B_N.1","X5F3B_N.1","X1P1B_N.1","X1P2B_N.1","X1P3B_N.1","X2P1B_N.1","X2P2B_N.1","X2P3B_N.1","X3P1B_N.1","X3P2B_N.1","X3P3B_N.1","X4P1B_N.1","X4P2B_N.1","X4P3B_N.1","X5P1B_N.1","X5P2B_N.1","X5P3B_N.1","AQC1_N.1","AQC2_N.1","AQC3_N.1","FQC1_N.1","FQC2_N.1","FQC3_N.1","PQC2_N.1","PQC3_N.1","PQC4_N.1","PQC5_N.1","PQC6_N.1","PQC7_N.1","Same.RT","X..500","Accepted.Compound.ID","Accepted.Description","Adducts","Formula","Score","Fragmentation.Score","Mass.Error..ppm.","Isotope.Similarity","Retention.Time.Error..mins.","Compound.Link","Retention_time_rounded"
"7.82_540.2381m/z",NA,540.238059274745,1,7.81736666666667,0.228499999999999,0,0,0,Inf,"CM3果肉","CM1海绵层","100 - 28.9 - 8.54 - 1.03",20000.6226747475,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.116896724128,303.312969748704,288.052098946522,150.657805081745,105.542552590829,122.13835063685,132.017014660622,120.138741378715,106.07081884461,310.713078282912,184.183621728629,128.932375405291,275.892490417637,203.779130974611,301.169662923973,1264.58902986855,2151.83326151169,2305.28803577134,17861.22937,17856.8349928743,18592.0234090557,31825.5432537925,9568.16118932424,18608.1635811257,2833.12062786621,3459.82502228419,5841.36556246994,7737.58733767587,4993.319723,7300.2444120636,0,0,0,235.427716057671,206.982287751638,191.380994880053,9038.12302242941,8985.25137107228,9581.90199781873,10148.9709470743,10208.8071810475,10031.8857605776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.05272961432,364.823592348493,369.148712345609,203.17909141372,137.381913917912,122.13835063685,133.285522118551,85.1932985782493,98.552950457521,374.729091974953,259.859909377358,181.266936783872,437.410312283086,340.246552983693,419.712868097445,565.986065716509,908.555515002982,943.393836634535,9522.95916291164,9640.63633494326,9897.91051636811,16993.6385183275,4671.77988263455,8966.14313238849,1317.84831387377,1553.68991712858,2506.99756415958,3662.5062431708,2329.93880128181,3413.64689703812,0,0,0,375.162887034323,325.385235796598,287.895546944064,5041.23105293134,4992.20458326194,5286.65538124665,5217.08999810164,4995.11493325875,4911.95778633643,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7.82
"2.23_515.1253m/z",NA,515.125327604051,1,2.23121666666667,0.363483333333333,4,0,0,Inf,"CM5果肉","CM1海绵层","100 - 20 - 2.33",19480.5120249647,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16937.5551518108,20052.8663923668,20984.5917241218,13016.3468291398,11871.0105703756,12258.9375537101,14508.2401552272,17619.8355024458,16060.8760747673,17925.7315971964,19187.5026335131,19381.5270978226,20936.3173891958,18618.5926202199,18886.6260654785,0,0,0,0,0,0,13645.7474841331,13779.4562251765,14799.649521129,16633.4697197852,16208.3150625619,17314.861032458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580.66057573362,8466.80022949531,8587.53187872453,6939.84365395563,6408.97986025671,6526.34004716596,7746.8524816347,8603.11520749685,7738.76009258545,8338.29485690173,8616.45579893684,8318.16476888821,9909.98741604734,8687.64344782912,8831.52245661803,0,0,0,0,0,0,7611.24470055959,7655.86422475057,8165.46096998823,8550.45392891128,7930.64215790763,8477.95404548334,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2.23
"5.69_609.1458m/z",NA,609.145829599626,1,5.69098333333333,0.157100000000001,46,0,0,Inf,"CM1果皮","CM2海绵层","100 - 27.3 - 7.12 - 1.04",16902.4963204337,1.44,75.7920145049895,0,0,0,0,0,16.5774958758224,0,0,35.1201289315299,20.2037107623278,0,40.1045710816367,76.3178598642365,39.3523174834135,23199.100892006,16103.4852759287,11404.9027933665,13130.8063398657,4434.31779773079,18965.0008440242,4884.21242252792,4003.10928527936,3264.43728860924,8799.0481868861,7745.64327665244,7441.28322475917,16373.7206165794,16047.5364870618,10417.1386276043,130.785944659543,138.592255000927,251.880804425541,152.7887107,205.286083177697,182.5408311,518.399775767544,563.582515032498,472.901746310551,765.811609053269,547.776575209008,364.85293660761,401.302392336484,428.642652096539,353.223215089218,16.2946924039949,14.68274249,18.7333282638711,10639.4372181661,10643.9787349689,10909.0471000106,293.054514494489,319.115252809798,295.222399378317,364.546487444383,324.345062511769,385.885947746794,36.6646624509338,0,0,0,0,0,8.97747802734727,0,0,17.4813537597554,8.53216552734608,0,18.8895874023557,34.6501159667823,18.2330627441497,33093.2730668752,19369.2058488721,14615.776784809,17708.3776058988,5772.03271114985,18965.0008440242,4931.14319050515,2838.70199294921,3033.06724583035,10611.9103693262,10928.1278164126,10461.752617628,25959.5113926166,26794.2990407742,14517.4221344604,58.5352399242037,58.5169677734847,103.077270507803,81.461394548435,110.830865230644,97.1799987571288,276.805907981661,275.17653641445,227.862611293767,356.223285309215,245.987856686342,156.587601575305,189.952300786982,200.009453126033,165.169720914905,7.76861548424677,7.10311889649216,9.58425903319323,16954.3418677598,16732.8014783933,16410.5431861951,163.458221912345,177.300396157504,162.884058581816,187.395534326309,158.700310090001,188.943089156904,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5.69
"11.37_549.2339m/z",NA,549.233854553484,1,11.37015,0.178533333333334,1,0,0,Inf,"CM5果肉","CM1果皮","100 - 29.3 - 5.78 - 0.0901",16219.9890290158,1.34,232.444272416916,189.684609577091,232.186431058164,3786.12203537998,931.985234975047,1604.25678392107,2903.46983902673,1385.75831759611,2255.393061,508.845051418662,397.987706646118,44.0283946571322,526.758170638529,1720.95932160533,554.491431572171,0,0,0,20.3725890645756,4.54274795228701,3.88974010944958,3.48610753912387,0,3.13364252933025,0,0,0,8.04342661683537,0,153.567381996825,5767.55013476513,9853.73009463458,7344.44426029075,14548.809878968,8242.94019933405,7625.91386708363,7055.30851372048,3337.31016959736,8846.53942663709,7948.4370034816,8338.70758583805,4447.100268,17504.0229133665,14728.1254580344,16427.8187156466,1291.23264033319,1276.4615912677,1257.17207782281,6.08866426462156,0,8.06716641928388,8473.9025287679,8525.4961455673,8789.21678244399,9214.96741329447,9023.13265080607,8929.2354642444,112.445761502461,82.7340956142999,101.388166683398,1842.4336256861,406.892331655379,709.620230909259,1572.36273066694,665.492752429488,1097.57217483379,253.282109814939,168.072936249177,19.5749509334512,248.107490887431,781.356292928278,256.911859567357,0,0,0,27.4747407453575,5.91317333920628,3.88974010944958,3.51960438363205,0,2.9115426873162,0,0,0,12.7523505368711,0,214.012944459065,2581.35483741919,4160.48073099388,3005.56951719305,7756.89732584018,4450.23929627929,4059.83853404357,3767.26837186531,1629.48535292577,4262.60970781664,3697.27790618619,3744.63038291074,1908.6067154079,8285.34663365309,6872.30797967729,7681.76642019028,615.60474016668,617.51804562026,643.188582051877,9.70251464843921,0,12.1354855011812,4726.523467,4736.76463515611,4849.30447111947,4736.96442481096,4414.97070612623,4372.06211388332,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11.37
"9.39_1152.3884n",1152.38840988088,1197.38743597197,1,9.38658333333333,0.1571,3,0,0,Inf,"CM2果皮","CM1海绵层","100 - 58.7 - 23.9 - 1.94 - 0.0469",15419.3453183275,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8951.88871401929,7696.20989911963,8839.46208946495,13132.1167584833,16226.2853763153,16899.6338201839,6486.65808127618,8084.14302888314,8418.47031302265,13947.5872735604,9761.23027279236,9724.65924481352,7346.09444908655,7980.40355551583,9101.37221960432,0,14.0584373310993,0,0,0,0,19.9232959939653,19.0826334449358,0,0,0,0,0,0,0,0,0,0,9352.84800895611,9302.96172423967,9521.99714434317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12769.7749605201,9256.96960862273,11328.0759282355,17710.144853629,21121.3210790785,16899.6338201839,6548.98621507231,5732.66211136565,7821.80336424916,16821.1996197463,13771.867391318,13671.9670837769,11646.7739378186,13324.7442375313,12683.7577225594,0,5.9358087812626,0,0,0,0,10.6382878530987,9.31734544096206,0,0,0,0,0,0,0,0,0,0,14904.1137542772,14624.6639126951,14323.9958470725,0,0,0,0,0,0,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,9.39
"15.33_372.1568n",372.15680076567,417.155276391608,1,15.3292166666667,0.334916666666667,11,0,0,Inf,"CM1果皮","CM3果肉","100 - 22.6 - 3.76 - 0.274",15023.1472018963,1.65,30.7684181602092,14.7680821469176,38.2059923440483,47.3275064292031,0,85.2703034865712,0,9.84169304846096,60.4117009833819,7.59350668118559,0,0,27.0897347593537,0,12.031116712538,13419.1396671939,15438.5126526742,16211.7892858209,16008.401261835,13045.2053458805,15378.0846244253,12302.1084305236,14583.9392156362,13753.9483718964,15599.6149508212,13436.0866743051,14945.0131206978,11198.3765022403,11154.3600004832,12081.5424368133,216.4434408,297.97683748797,20.9313553956926,478.071289024518,478.175994315598,123.90456431966,0,0,0,22.3537942791967,28.3103713587388,18.9195380952421,240.13064377537,85.0182221961473,195.1659028,13.3408229387957,23.1818018269477,11.9021237815711,12800.9191500721,12386.5328665702,12612.9414787488,131.12235780239,154.943236919598,109.34748160008,111.171845318985,168.346768045066,138.623285799822,14.8843340998541,6.44134451976372,16.6832984271704,23.0308976969591,0,37.7181091308512,0,4.72634752555413,29.3989562988336,3.77973488735392,0,0,12.7594909667978,0,5.57436308533421,19142.261391777,18569.3795129587,20775.9678251473,21589.1398497481,16980.5944036355,15378.0846244253,12420.3152869086,10341.8254077437,12779.1244307877,18813.593486263,18956.6272657813,21011.2994511112,17754.3265331131,18624.2453913323,16836.9508999185,96.872555936651,125.812953951949,8.56574595724927,254.890257982964,258.160019238356,65.9635728302832,0,0,0,10.398042995334,12.7132263183642,8.11988830566199,113.663335045222,39.6704528679738,91.2609826448764,6.36033630371037,11.2147369384738,6.08930969237898,20398.7443171626,19472.1730118637,18973.7214391309,73.1366568309118,86.086443834587,60.3306579589763,57.1480128683762,82.3711761927381,67.8747490055921,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,15.33
"5.16_456.1264n",456.126399422286,501.125090393814,1,5.1558,0.135816666666667,1,0,0,Inf,"CM2果皮","CM1海绵层","100 - 21.6 - 5.36 - 0.308",14669.5169106125,1.67,0,0,0,36.2955671468436,0,37.91462403,162.088394913532,56.1062081096904,185.850429807078,13.5697050539613,0,0,0,0,0,7696.18134486026,10899.0292121893,11018.2151593235,15451.3981143539,12868.7220183099,15688.4305991738,10862.8256285296,16820.604353568,15175.1386316043,10622.6772051872,9647.51501228291,11610.2985104512,6424.03788367984,7266.20045739585,7100.08853852743,27.4421618200717,53.7760494684394,57.0377802895089,181.838469323794,300.509707768408,119.889543933085,30.674735057762,41.3360057065442,29.0918165532622,0,0,0,47.6963732047861,0,16.9895649067689,0,25.8402515942083,12.2160882114847,10013.7532508348,10151.2212138924,10350.7577436627,25.9696130109529,10.935660102664,28.7042566707925,24.446600450321,27.5173257675612,31.0166610425112,0,0,0,17.6624453067797,0,16.7709960937432,87.7783360481175,26.944290637974,90.4428873062307,6.75444030761719,0,0,0,0,0,10978.5216247503,13109.3075037193,14120.2232279733,20837.9581014252,16750.8707829624,15688.4305991738,10967.2028965613,11927.8989651044,14099.5865030273,12811.2604897125,13611.4294706524,16323.000639058,10184.9108417746,12132.2514582001,9894.75000675422,12.2821571565528,22.7055354118376,23.3415909619438,96.9496713591434,162.240666325884,63.8260802274955,16.3791503906208,20.1828455925019,14.0175783634184,0,0,0,22.5765806595218,0,7.94444298744037,0,12.5008239746125,6.2499387264254,15957.2910213861,15958.1650400406,15570.705250879,14.4851778647548,6.07585144042542,15.8370971679605,12.5668026208828,13.4640808105445,15.1868286132825,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,5.16
"10.59_651.1565m/z",NA,651.156547533054,1,10.5921,0.514049999999999,17,0,0,Inf,"CM5果皮","CM1海绵层","100 - 31.5 - 8.89 - 0.77 - 0.0292",13801.5726403451,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8473.88323410956,5968.79064072086,5176.94589248065,9651.76266325477,8091.91675194955,6296.49382552852,7967.94010917636,8742.04832111215,9586.35683225654,11676.925453791,9845.24778263256,8538.52173601566,15097.3899124977,13606.7473418306,12700.5806667069,20.3462240285687,20.8988745523916,0,32.3845491781269,39.1809927927836,40.8762884534239,64.9949787222322,36.2372232295828,21.335991403198,0,0,0,0,0,0,0,0,0,9234.03586507264,9236.76005428633,8430.5093362931,12.9484685413109,13.5634621020647,21.012323440889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12087.9051782491,7179.23683028775,6634.43494104486,13016.4936851226,10533.0313068801,6296.49382552852,8044.50138787822,6199.19872856219,8906.91483528135,14082.7148201793,13890.4055234726,12004.3679865883,23935.9687764193,22718.95487,17699.6483854755,9.10626220702966,8.82400512695472,0,17.2662661075458,21.153228044499,21.7614746093841,34.7048647403805,17.6932983398515,10.2805175781302,0,0,0,0,0,0,0,0,0,14714.7821510978,14520.5919835369,12682.0643706566,7.22232055664307,7.53585791587557,11.5932006835969,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10.59
"9.67_599.2706m/z",NA,599.27056676633,1,9.67173333333333,0.2423,12,0,0,Inf,"CM3果肉","CM1海绵层","100 - 31.2 - 8.77 - 0.196",13480.2621321233,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2799654673783,0.767300735100033,0.2570846113054,7.30372913148114,8.28388765145922,0.673478633658345,1.3104699541946,0,1.74970243443892,16.474363717789,0.976009160529787,1.21302925101731,19.4691635588742,9.04650523260019,21.1455846918295,1611.91748175851,2650.88946885764,3053.23054797404,9638.97031975572,6195.99638087255,8350.17372091309,18631.4366946872,8587.46763013991,13221.8820715427,4344.93915431717,3785.99167961984,6459.5811750506,8562.88391127472,6187.73731100643,7022.38822479519,0,0,0,9.73564567899374,2.51022260999324,17.9566110942256,6625.97174951005,6713.03447113768,6808.41781727346,7304.7359383266,7220.34764689537,6974.38052232007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1940518010676,0.922906167918755,0.329462807507189,9.84990487589457,10.7829146851364,0.673478633658345,1.32306182286062,0,1.62569063965915,19.8685661734879,1.37702608747931,1.70540638741787,30.8671428471517,15.1047960957526,29.4686852335643,721.438200246758,1119.26899247851,1249.47461492344,5139.14909323633,3345.12515036697,4445.41567463119,9948.48376166798,4192.94342177533,6370.82142018885,2021.08257660513,1700.16028587323,2772.32337167672,4053.15176629858,2887.26740003283,3283.71934147242,0,0,0,15.5141161849432,3.94618005592191,27.0122348118942,3695.79551601381,3729.76114639402,3756.43152055386,3755.00777382787,3532.87761387867,3414.89761038815,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.67
"9.60_489.1038m/z",NA,489.103764351015,1,9.6001,0.306583333333332,12,0,0,Inf,"CM3果皮","CM4海绵层","100 - 24.5 - 5.38",13243.8225515559,5.65,0.361031437169832,0,14.6564613034134,0.0547654059875174,0,91.8592738873587,29.797998679849,16.7670329627894,34.8048758277304,0,0,0,0,0,0,6581.28330455717,7670.48959777316,8001.669482,7793.09365602966,6864.08164088217,9883.77576837597,14304.1324458361,13690.2940584948,11737.0411503368,6893.15717393672,6500.84201677115,6052.71813263501,2875.52841262967,5750.41325035475,2586.17774010698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9646230504717,0,6697.85359845714,6454.26122417634,5988.31383050628,0,0,0,0,6.73282168177893,0,0.17465026974756,0,6.39999389648656,0.0266503891245085,0,40.6326467186761,16.1369895918612,8.05215366546682,16.9375635313968,0,0,0,0,0,0,9388.13131345216,9226.03333596258,10254.4157695064,10509.8682904281,8934.79122841622,9883.77576837597,14441.5760831839,9708.11992838156,10905.1673929432,8313.34986896815,9171.86990623768,8509.55915199804,4558.97070283877,9601.36731031958,3604.12156447538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17457841439756,0,10673.280678282,10146.3817659675,9008.25542571153,0,0,0,0,3.29433375801807,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9.6
"10.33_490.1110n",490.111004615526,489.103728183526,1,10.3283666666667,0.23565,6,0,0,Inf,"CM3果皮","CM1海绵层","100 - 24.3 - 5.3 - 0.193",12669.9450354804,1.2,0,0,0,0,0,30.7129414346813,24.6907615407848,0,0,0,0,0,0,0,0,6952.23450005176,8771.66096257228,9764.93626372409,7357.714739,6818.53284406269,10706.5284646588,13457.5467041167,12448.5312201993,12103.7571821251,7341.1591167117,6903.13690412914,7077.69069464584,3214.08546112812,6011.07085129978,3258.67687566636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184.5352939411,7018.99757691572,7069.87451349905,0,0,0,0,0,0,0,0,0,0,0,13.5854339599622,13.3711853027302,0,0,0,0,0,0,0,0,9917.28928660518,10550.5177239205,12514.1030427274,9922.71057441753,8875.50157954846,10706.5284646588,13586.8557814616,8827.55574873197,11245.8920833574,8853.65336100921,9739.45736048946,9950.57531275044,5095.7317581512,10036.5828783043,4541.32266978701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11448.8262,11034.1720851059,10635.2534699978,0,0,0,0,0,0,"","",NA,NA,"M-H, 2M-H",NA,NA,NA,NA,NA,NA,NA,10.33
"10.16_954.3716n",954.371580544821,999.370622513859,1,10.1641166666667,0.149966666666668,0,0,0,Inf,"CM5果皮","CM1海绵层","100 - 50 - 18 - 3.61 - 0.273",11911.2180202719,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5166.47422833085,4711.41331457138,6716.74427767673,3846.66986175442,3324.52036,3613.43503486095,705.266162471191,0,341.208454751863,9648.8036959178,9839.43794730242,6953.2721317072,13060.1657537779,8307.98688731735,14365.5014197204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.35385746345,6160.18869452242,6267.37332815787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7369.92106836526,5666.86855456433,8607.73974682761,5187.66941451017,4327.43911072598,3613.43503486095,712.042829775927,0,317.024986731838,11636.740453917,13882.2085770329,9775.65437677882,20706.0771106211,13871.7045613255,20019.8975686698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9585.6917676856,9684.08684961427,9428.04625581299,0,0,0,0,0,0,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,10.16
"1.54_420.9989m/z",NA,420.998934809035,1,1.53923333333333,0.328483333333333,0,0,0,Inf,"CM1果肉","CM1海绵层","100 - 13.4 - 7.64",11495.3897366442,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9912.72223730096,11667.6101288943,12905.8368437374,8686.92626943731,8151.4111231632,9168.46861091996,9348.00898138922,12091.8777587574,11448.4646365105,10144.8781724056,11698.8159252157,11995.8723025357,10853.0559576837,10584.3772674748,10400.3271378073,0,0,0,0,0,0,7838.78525684276,7758.36607662295,8334.61675476884,10803.536211339,10098.1135832713,10486.9290953711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436.58969603247,4926.34430330558,5281.46016726234,4631.55376348549,4400.82412624559,4881.05462683605,4991.48386027556,5904.017516,5516.3193363776,4718.96976869239,5253.54092426064,5148.38907457629,5137.18081202793,4938.78875233926,4863.26792065876,0,0,0,0,0,0,4372.27149442297,4310.54726092977,4598.48645156857,5553.57001278575,4940.95314594487,5134.76272100219,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1.54
"6.99_623.1614m/z",NA,623.161364222662,1,6.98981666666667,0.220916666666667,39,0,0,Inf,"CM1果皮","CM1海绵层","100 - 29.1 - 7.97 - 1.01 - 0.0213",11130.9333713243,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14839.167647833,10516.2690984268,8037.36336771324,8808.75237682252,2652.98001531021,14939.2926855891,3759.63209081235,4214.2205817984,2386.28247745065,5207.56847798553,4261.78443970411,4627.77255637095,9008.79842469845,8902.99827430559,4955.8398166506,145.561760801842,122.532405774169,264.064110898417,232.681810097906,321.202256341792,320.877780401419,192.175326526146,292.447950007328,172.702083667793,346.028654252346,313.870440101084,230.275473930195,111.917295069294,242.596048402718,91.9338314555026,0,0,0,6773.00548390207,6760.11885400342,6885.42634087613,220.534633128818,195.489358724696,233.30699693994,257.769118528729,235.918917366464,206.796846064891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21167.916349038,12648.9252133535,10300.1587167602,11879.5989589796,3453.31303007504,14939.2926855891,3795.75714150012,2988.40613926528,2217.15247736862,6280.48042888005,6012.84146708255,6506.21810688678,14282.8872445121,14865.1849655285,6906.50486866276,65.1483813073766,51.736114978767,108.063049316348,124.057495117128,173.412261724439,170.826998612594,102.614368750413,142.791537739389,83.2146382783191,160.957946538942,140.948555180924,98.8296394147586,52.9748840331926,113.198028087593,42.9889221191418,0,0,0,10793.038023686,10627.2033767562,10357.787008015,123.008509401433,108.613864242721,128.723262994739,132.506507025067,115.433868646595,101.25487893911,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,6.99
"13.85_201.0194m/z",NA,201.019381898075,1,13.8525833333333,0.235666666666665,2,0,0,Inf,"CM5果肉","CM2海绵层","100 - 11.2 - 0.531",11074.7680277544,4.42,0.0250257004488237,0,0,0,0,0,0,0,0,0,3.11634133870619,0,0,0,0,0,8.65867079215874,13.5206601953553,3.78447325352543,0.426820789543893,0.460211236238645,4.61188300538181,4.64313390747501,0,0.808762442975951,4.717264987,11.0829595352077,0.0187425292046888,5.81942079487598,2.24802193469091,5853.80503156486,5186.14022014834,3557.79977122186,10234.4943722212,11276.6637432178,5942.33734246875,9179.4528970099,3884.82722853353,5351.2771267105,7767.1148181495,7743.58705305057,3632.05372911261,12209.549021663,7869.14516394962,13145.6098976506,0,0,0,0.193839639093943,0.574766825598778,1.85854932587127,6627.56368571096,6785.4399550897,6868.59097511292,7231.4522897114,7444.89593763745,7177.22522534755,0.0121062735374833,0,0,0,0,0,0,0,0,0,1.31605230615017,0,0,0,0,0,10.4146136117274,17.3271929606892,5.10379025310777,0.555581190032633,0.460211236238645,4.65619705082861,3.29255899286785,0,0.975391243763074,6.65546719392491,15.5816110509994,0.0297151094616155,9.71658803503718,3.13286446116345,2619.95952916916,2189.71255016496,1455.9596562637,5456.66090131355,6088.10095759885,3163.54610683097,4901.48127508275,1896.81772021398,2578.45522745886,3612.93446741501,3477.38196274132,1558.8050010573,5779.26265211922,3671.83110013154,6146.98192332217,0,0,0,0.308890728083862,0.903558662468404,2.79582659202698,3696.68345681639,3769.98962458688,3789.63106160229,3717.33623134257,3642.74789553174,3514.21738358258,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,13.85
"6.89_570.2190m/z",NA,570.218958173194,1,6.88985,0.12855,0,0,0,Inf,"CM1果肉","CM1海绵层","100 - 28.6 - 5.6 - 0.0657",10301.2004997383,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.731667008723,813.920390681696,1022.58478821109,995.158372095494,752.299859013852,932.073219061243,3795.32598222719,3381.22797346824,3776.62207011567,943.362395680228,869.491414819264,863.142350930561,437.985875822912,604.330661673546,501.689338153979,9270.77604545705,10259.7816600856,11373.0437936723,4225.66084283492,3862.07885855787,4471.54387908897,6717.92912415164,8326.94372468049,6928.51821201817,9434.23486464364,8392.02127163476,8482.89046244646,5619.97634882889,5680.85365455726,4833.15622278706,0,0,0,1071.12063724361,1118.08850142807,1125.25012602681,5970.64608401485,6114.15457941702,6361.80521312701,6871.34518764533,6776.63456414346,6514.69977573158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.733363264112,978.980097884371,1310.4777198739,1342.08362949009,979.248577321972,932.073219061243,3831.79400361143,2397.7108549586,3508.95045241563,1137.72273729235,1226.74295433406,1213.49792454992,694.39925106071,1009.04063881987,699.158968955218,4149.27690828735,4331.92542225538,4654.19472631548,2252.96897577019,2085.07822282542,2380.53385645367,3587.12051565602,4065.73921645438,3338.43185081015,4388.40845206922,3768.57174859652,3640.68735280344,2660.15717377875,2650.74981964493,2260.01868040933,0,0,0,1706.87087042853,1757.68417013141,1692.72032828756,3330.27182415005,3397.02355043798,3510.02042935497,3532.2227680928,3315.77116780425,3189.82203872372,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,6.89
